分類,市町村コード,No,都道府県,市区町村名,地域区分,設置主体,運営主体,保育所型認定こども園,設置・運営主体名,名称,郵便番号,住所,建物ビル名,階数,部屋番号等,緯度,経度,電話番号,内線番号,FAX番号,URL,利用定員（2号）,利用定員（3号）,施設長又は代表者,認可・認定年月日（和暦）,認可・認定年月日（西暦）,備考,更新年月日
道内認可保育所,12319,北海道-070,北海道,恵庭市,石狩,社福,社福,,水の会,島松いちい保育園,061-1353,恵庭市島松本町4丁目10番1号,,,,42.9258,141.579,0123-36-8297,,,,42,48,佐藤　慶知,平成28年4月1日,2016/4/1,,2022/3/15
道内認可保育所,12319,北海道-071,北海道,恵庭市,石狩,学校,学校,○,リズム学園,認定こども園あいおい子ども園,061-1448,恵庭市相生町1丁目8番1号,,,,42.883,141.5852,0123-32-3378,,,,45,45,村松　良太,平成31年4月1日,2019/4/1,,2022/3/15
道内認可保育所,12319,北海道-072,北海道,恵庭市,石狩,NPO,NPO,○,えにわスマイル保育園,認定こども園えにわスマイル保育園,061-1446,恵庭市末広町32番地,,,,42.8827,141.5797,0123-34-2796,,,,27,33,澤_　茂雄,令和2年4月1日,2020/4/1,,2022/3/15
道内認可保育所,12343,北海道-073,北海道,北広島市,石狩,社福,社福,,水の会,大曲いちい保育園,061-1270,北広島市大曲370番地8,,,,42.979208,141.488166,011-377-2801,,,,43,27,行方　絵美,平成12年4月1日,2000/4/1,,2022/3/15
道内認可保育所,12343,北海道-074,北海道,北広島市,石狩,市,市,,北広島市,すみれ保育園,061-1134,北広島市広葉町2丁目4番地1,,,,42.977072,141.558021,011-373-5660,,,,73,47,橋本　なつみ,昭和50年4月1日,1975/4/1,,2022/3/15
道内認可保育所,12343,北海道-075,北海道,北広島市,石狩,社福,社福,,札幌厚生会,西の里きらきら保育園,061ｰ1104,北広島市西の里北2丁目4番地5,,,,43.018244,141.49953,011-375-2130,,,,41,29,大橋　裕子,昭和51年5月1日,1976/5/1,,2022/3/15
道内認可保育所,12343,北海道-076,北海道,北広島市,石狩,市,市,,北広島市,すずらん保育園,061-1146,北広島市高台町7丁目4番地1,,,,42.96189613,141.5508305,011-372-2277,,,,63,27,砂金　智美,昭和53年4月1日,1978/4/1,,2022/3/15
道内認可保育所,12343,北海道-077,北海道,北広島市,石狩,市,市,,北広島市,稲穂保育園,061-1125,北広島市稲穂町東1丁目6番地1,,,,42.984377,141.57063,011-373-7432,,,,63,27,藤田　悦子,昭和57年4月1日,1982/4/1,,2022/3/15
道内認可保育所,12343,北海道-078,北海道,北広島市,石狩,社福,社福,,広島未来の会,はだかんぼ保育園,061-1114,北広島市東共栄2丁目17番地1,,,,42.994237,141.567047,011-373-4808,,,,33,27,山家　克子,平成6年4月1日,1994/4/1,,2022/3/15
道内認可保育所,12343,北海道-079,北海道,北広島市,石狩,学校,学校,,坂本学園,大地太陽森の家保育園,061-1270,北広島市大曲784番地106,,,,42.986832,141.481322,011-377-1933,,,,0,40,宮本　みはる,平成18年4月1日,2006/4/1,,2022/3/15
道内認可保育所,12343,北海道-080,北海道,北広島市,石狩,社福,社福,,広島未来の会,大曲はだかんぼ保育園,061-1273,北広島市大曲柏葉1丁目2番地5,,,,42.970662,141.481403,011-376-2537,,,,70,30,細谷　和広,平成20年3月17日,2008/3/17,,2022/3/15
道内認可保育所,12343,北海道-081,北海道,北広島市,石狩,NPO,NPO,,子どもの家あおぞら保育園,あおぞら保育園,061-1268,北広島市輪厚中央4丁目13番地1,,,,42.9403,141.5073,011-370-3118,,,,10,10,高嶋　奈美,平成27年4月1日,2015/4/1,,2022/3/15
道内認可保育所,12351,北海道-082,北海道,石狩市,石狩,NPO,NPO,○,石狩たんぽぽ認定こども園,石狩たんぽぽ認定こども園,061-3207,石狩市花川南7条3丁目1,,,,43.1442,141.2878,0133-73-5254,,,,75,30,大城　啓子,平成29年4月1日,2017/4/1,,2022/3/15
道内認可保育所,12033,北海道-083,北海道,小樽市,後志,社福,社福,,小樽龍徳福祉会,龍徳オタモイ保育園,048-2671,小樽市ｵﾀﾓｲ1丁目19番6号,,,,43.218888,140.959365,0134-26-2905,,,,22,18,阿部　香代子,昭和50年1月30日,1975/1/30,,2022/3/15
道内認可保育所,12033,北海道-084,北海道,小樽市,後志,社福,社福,,小樽四ツ葉学園,中央保育所,047-0027,小樽市堺町2番9号,,,,43.195669,141.002502,0134-29-3154,,,,52,68,宮本　眞規子,平成17年3月31日,2005/3/31,,2022/3/15
道内認可保育所,12033,北海道-085,北海道,小樽市,後志,社福,社福,○,小樽さくら保育会,認定こども園さくら保育園,047-0156,小樽市桜1丁目4番13号,,,,43.1781,141.0356,0134-54-2119,,,,45,15,吹田　友三郎,昭和55年12月1日,1980/12/1,,2022/3/15
道内認可保育所,12033,北海道-086,北海道,小樽市,後志,社福,社福,,蘭島福祉会,蘭島保育園,048-2562,小樽市蘭島1丁目3番地27号,,,,43.200665,140.858456,0134-64-2567,,,,11,9,宇野　ひとみ,昭和50年12月1日,1975/12/1,,2022/3/15
道内認可保育所,12033,北海道-087,北海道,小樽市,後志,社福,社福,,小樽四ツ葉学園,あおぞら保育園,047-0005,小樽市勝納町16番13号,,,,43.1829527,141.0166892,0134-26-6226,,,,46,44,田中　都木子,平成20年3月28日,2008/3/28,,2022/3/15
道内認可保育所,12033,北海道-088,北海道,小樽市,後志,市,市,,,最上保育所,047-0023,小樽市最上2丁目9番10号,,,,43.1814,140.9763,0134-22-2770,,,,25,15,小松　理江,昭和52年3月30日,1977/3/30,,2022/3/15
道内認可保育所,12033,北海道-089,北海道,小樽市,後志,社福,社福,,小樽相愛会,相愛保育所,047-0036,小樽市長橋1丁目2番20号,,,,43.200863,140.986031,0134-32-7564,,,,27,23,江口　光博,昭和54年4月1日,1979/4/1,,2022/3/15
道内認可保育所,12033,北海道-090,北海道,小樽市,後志,市,市,,,手宮保育所,047-0044,小樽市梅ヶ枝町3番23号,,,,43.211,140.9942,0134-23-1810,,,,42,33,中村　幸子,昭和39年9月26日,1964/9/26,,2022/3/15
道内認可保育所,12033,北海道-091,北海道,小樽市,後志,社福,社福,○,塩谷保育協会,認定こども園あかつき保育園,048-2672,小樽市塩谷1丁目25番20号,,,,43.210765,140.919356,0134-26-0618,,,,12,8,吉川　智子,昭和49年1月1日,1974/1/1,,2022/3/15
道内認可保育所,12033,北海道-092,北海道,小樽市,後志,市,市,,,奥沢保育所,047-0013,小樽市奥沢3丁目22番1号 ,,,,43.1748,140.9972,0134-22-4641,,,,42,36,沢田　美奈子,昭和25年7月1日,1950/7/1,,2022/3/15
道内認可保育所,12033,北海道-093,北海道,小樽市,後志,市,市,,,銭函保育所,047-0261,小樽市銭函2丁目23番13号,,,,43.14,141.1604,0134-62-2890,,,,42,38,堀部　洋子,昭和28年7月4日,1953/7/4,,2022/3/15
道内認可保育所,12033,北海道-094,北海道,小樽市,後志,社福,社福,,小樽龍徳福祉会,龍徳保育園,047-0003,小樽市真栄1丁目3番8号,,,,43.1800057,141.010122,0134-25-3073,,,,38,32,有田　弘宗,昭和42年4月1日,1967/4/1,,2022/3/15
道内認可保育所,12033,北海道-095,北海道,小樽市,後志,市,市,,,赤岩保育所,047-0046,小樽市赤岩2丁目21番1号,,,,43.225,140.9931,0134-22-9536,,,,45,35,鈴木　美由紀,昭和38年12月1日,1963/12/1,,2022/3/15
道内認可保育所,12033,北海道-096,北海道,小樽市,後志,日赤,日赤,,日本赤十字社北海道支部,日本赤十字社小樽保育所,047-0034,小樽市緑1丁目9番9号,,,,43.190892,140.989531,0134-22-5223,,,,46,44,笠原　啓仁,昭和36年4月1日,1961/4/1,,2022/3/15
道内認可保育所,12033,北海道-097,北海道,小樽市,後志,宗教,宗教,,本願寺小樽別院,若竹保育所,047-0001,小樽市若竹町5番2号,,,,43.180116,141.022752,0134-22-6539,,,,18,12,厚谷　弘子,昭和26年6月1日,1951/6/1,,2022/3/15
道内認可保育所,12033,北海道-098,北海道,小樽市,後志,社福,社福,,小樽別院保育協会,新光保育園,047-0152,小樽市新光1丁目33番7号,,,,43.171284,141.052166,0134-54-8145,,,,43,47,櫻井　法道,昭和42年8月1日,1967/8/1,,2022/3/15
道内認可保育所,12033,北海道-099,北海道,小樽市,後志,社福,社福,,小樽愛育会,愛育保育園,047-0024,小樽市花園4丁目3番14号,,,,43.189781,140.998059,0134-33-5858,,,,28,42,佐藤　美智子,昭和46年10月1日,1971/10/1,,2022/3/15
道内認可保育所,12033,北海道-100,北海道,小樽市,後志,社福,社福,○,小樽めぐみ保育協会,認定こども園ゆりかご保育園,047-0021,小樽市入船5丁目24番12号,,,,43.1803,140.9897,0134-25-8898,,,,34,26,三浦　海慧,昭和47年2月1日,1972/2/1,,2022/3/15
道内認可保育所,12033,北海道-101,北海道,小樽市,後志,社福,社福,,杉の子会,杉の子保育園,047-0021,小樽市入船1丁目5番16号,,,,43.18780834,141.0037517,0134-32-1223,,,,22,18,遠田　芳男,昭和48年6月1日,1973/6/1,,2022/3/15
道内認可保育所,12033,北海道-102,北海道,小樽市,後志,社福,社福,,小樽さくら保育会,さくら乳児保育園,047-0156,小樽市桜1丁目4番30号,,,,43.178348,141.035674,0134-51-5557,,,,0,40,吹田　康弘,平成23年3月31日,2011/3/31,,2022/3/15
道内認可保育所,12033,北海道-103,北海道,小樽市,後志,NPO,NPO,○,かもめ保育園,認定こども園かもめ保育園,047-0266,小樽市張碓町558-1,,,,43.1485,141.1409,0134-62-1284,,,,41,30,樋詰　昌浩,平成29年4月1日,2017/4/1,,2022/3/15
道内認可保育所,13919,北海道-104,北海道,島牧村,後志,村,村,,,島牧保育所,048-0622,島牧郡島牧村字豊平11番地,,,,42.698281,140.054885,0136-75-6423,,,,50,10,伊藤　慎一,昭和55年2月1日,1980/2/1,,2022/3/15
道内認可保育所,13927,北海道-105,北海道,寿都町,後志,町,町,,,寿都町立寿都保育園,048-0405,寿都郡寿都町字開進町187番地1,,,,42.790065,140.232628,0136-62-2637,,,,60,30,齊藤　成彰,昭和51年10月1日,1976/10/1,,2022/3/15
道内認可保育所,13935,北海道-106,北海道,黒松内町,後志,社福,社福,○,黒松内つくし園,認定こども園黒松内保育園,048-0101,寿都郡黒松内町字黒松内303-4,,,,42.667,140.3072,0136-72-3230,,,,30,20,佐藤　美次喜,昭和42年6月1日,1967/6/1,,2022/3/15
道内認可保育所,13943,北海道-107,北海道,蘭越町,後志,町,町,,,蘭越町立蘭越保育所,048-1301,磯谷郡蘭越町蘭越町250-3,,,,42.808,140.5279,0136-57-5439,,,,51,39,長船　真由美,昭和34年12月1日,1959/12/1,,2022/3/15
道内認可保育所,13951,北海道-108,北海道,ニセコ町,後志,町,町,,,ニセコ町幼児センター,048-1501,虻田郡ニセコ町字富士見17番地,,,,42.806979,140.687937,0136-44-2700,,,,88,47,淵野　伸隆,昭和47年11月1日,1972/11/1,,2022/3/15
道内認可保育所,13960,北海道-109,北海道,真狩村,後志,村,村,○,,認定こども園まっかり保育所,048-1631,虻田郡真狩村字真狩58番地1,,,,42.7653,140.803,0136-45-2179,,,,60,20,高橋　和義,昭和38年11月1日,1963/11/1,,2022/3/15
道内認可保育所,13978,北海道-110,北海道,留寿都村,後志,村,村,,,留寿都村立るすつ保育所,048-1731,虻田郡留寿都村字留寿都185番地29,,,,42.7369,140.8709,0136-46-3253,,,,54,26,阿武　　健,昭和53年4月1日,1978/4/1,,2022/3/15
道内認可保育所,13986,北海道-111,北海道,喜茂別町,後志,町,町,,,喜茂別町保育所,044-0201,虻田郡喜茂別町字喜茂別22番地の3,,,,42.7980109,140.9355776,0136-33-2142,,,,44,26,小熊　香 ,昭和34年5月20日,1959/5/20,,2022/3/15
道内認可保育所,13994,北海道-112,北海道,京極町,後志,町,町,○,,京極町立京極保育園,044-0121,虻田郡京極町字三崎92番地6,,,,42.8578,140.885,0136-42-2173,,,,40,15,岡本　美弥子,昭和43年11月1日,1968/11/1,,2022/3/15
道内認可保育所,14001,北海道-113,北海道,倶知安町,後志,町,町,,,くっちゃん保育所ぬくぬく,044-0015,虻田郡倶知安町南3条東5丁目,,,,42.9,140.7632,0136-55-8080,,,,24,126,山田　雅子,平成30年4月1日,2018/4/1,,2022/3/15
道内認可保育所,14010,北海道-114,北海道,共和町,後志,町,町,,,共和中央保育所,048-2201,岩内郡共和町前田11番地の15,,,,42.980995,140.571442,0135-73-2116,,,,64,36,佐藤　寛之,昭和56年4月1日,1981/4/1,,2022/3/15
道内認可保育所,14028,北海道-115,北海道,岩内町,後志,町,町,,,中央保育所,045-0012,岩内郡岩内町字宮園7番地1,,,,42.974513,140.510692,0135-62-2466,,,,39,21,戸賀瀬　みい,昭和54年4月1日,1979/4/1,,2022/3/15
道内認可保育所,14028,北海道-116,北海道,岩内町,後志,町,町,,,東山保育所,045-0002,岩内郡岩内町字東山9番地,,,,42.98440247,140.5271859,0135-62-1340,,,,48,12,外本　美樹,昭和48年12月15日,1973/12/15,,2022/3/15
道内認可保育所,14028,北海道-117,北海道,岩内町,後志,町,町,,,西保育所,045-0023,岩内郡岩内町字相生12番地13,,,,42.976457,140.50161,0135-62-1162,,,,36,24,中田　　亨,昭和42年5月1日,1967/5/1,,2022/3/15
道内認可保育所,14036,北海道-118,北海道,泊村,後志,村,村,,,とまり保育所,045-0201,古宇郡泊村大字茅沼村6番地2,,,,43.0518144,140.5026127,0135-75-2330,,,,45,15,石井　正孝,昭和45年7月1日,1970/7/1,,2022/3/15
道内認可保育所,14044,北海道-119,北海道,神恵内村,後志,村,村,,,神恵内保育所,045-0301,古宇郡神恵内村大字神恵内村字横澗20番地4,,,,43.1439991,140.4353058,0135-76-5070,,,,12,18,住吉　正行,昭和56年4月1日,1981/4/1,,2022/3/15
道内認可保育所,14052,北海道-120,北海道,積丹町,後志,町,町,,,積丹町立びくに保育所,046-0201,積丹郡積丹町大字美国町字大沢248番地3,,,,43.29573848,140.597564,0135-44-2250,,,,30,15,石田　由紀子,昭和47年4月1日,1972/4/1,,2022/3/15
道内認可保育所,14061,北海道-121,北海道,古平町,後志,町,町,○,,認定こども園ふるびら幼児センターみらい,046-0102,古平郡古平町大字丸山町29番地,,,,43.280353,140.639023,0135-42-2649,,,,36,14,五十嵐　満美　,昭和43年1月1日,1968/1/1,,2022/3/15
道内認可保育所,14079,北海道-122,北海道,仁木町,後志,社福,社福,,よいち福祉会,にき保育園,048-2406,余市郡仁木町西町1-52,,,,43.15311932,140.7633574,0135-32-3000,,,,39,21,細田　正幸,平成18年3月31日,2006/3/31,,2022/3/15
道内認可保育所,14087,北海道-123,北海道,余市町,後志,町,町,,,大川保育所,046-0004,余市郡余市町大川町12丁目3,,,,43.1926,140.806,0135-23-6015,,,,40,20,大地　富貴子,昭和53年4月1日,1978/4/1,,2022/3/15
道内認可保育所,14087,北海道-124,北海道,余市町,後志,社福,社福,,徳風会,ほうりゅうじ保育園,046-0022,余市郡余市町沢町5丁目80番地1,,,,43.19907234,140.7690797,0135-22-2401,,,,45,35,寺井　一哉,昭和27年3月31日,1952/3/31,,2022/3/15
道内認可保育所,14087,北海道-125,北海道,余市町,後志,町,町,,,中央保育所,046-0014,余市郡余市町美園町43番地36,,,,43.1915,140.7798,0135-22-2159,,,,40,20,高松　久,昭和58年4月1日,1983/4/1,,2022/3/15
道内認可保育所,12050,北海道-126,北海道,室蘭市,胆振,社福,社福,,室蘭福祉事業協会,常盤保育所,051-0014,室蘭市栄町2丁目6-16,,,,42.3115,140.9723,0143-22-3887,,,,63,57,野呂　友恵,平成23年4月1日,2011/4/1,,2022/3/15
道内認可保育所,12050,北海道-127,北海道,室蘭市,胆振,社福,社福,,ビハーラ室蘭,中島保育所,050-0075,室蘭市中島本町2丁目5-3,,,,42.3562,141.0161,0143-44-3793,,,,74,46,本間　ルミ子,平成30年4月1日,2018/4/1,,2022/3/15
道内認可保育所,12050,北海道-128,北海道,室蘭市,胆振,社福,社福,,室蘭福祉事業協会,東町保育所,050-0082,室蘭市寿町1丁目11-5,,,,42.3486,141.0314,0143-44-3413,,,,75,45,堀井　智恵子,平成21年4月1日,2009/4/1,,2022/3/15
道内認可保育所,12050,北海道-129,北海道,室蘭市,胆振,社福,社福,,室蘭福祉事業協会,双葉保育所,050-0084,室蘭市みゆき町2丁目16-1,,,,42.3326,141.016,0143-44-3612,,,,38,42,佐藤　春美,昭和30年4月1日,1955/4/1,,2022/3/15
道内認可保育所,12050,北海道-130,北海道,室蘭市,胆振,社福,社福,,室蘭福祉事業協会,白鳥保育所,050-0054,室蘭市白鳥台2丁目8-3,,,,42.3773,140.9373,0143-59-2570,,,,50,30,石井 保子,平成21年4月1日,2009/4/1,,2022/3/15
道内認可保育所,12050,北海道-131,北海道,室蘭市,胆振,社福,社福,,室蘭福祉事業協会,みどり保育園,051-0004,室蘭市母恋北町1丁目16-5,,,,42.3168,140.9934,0143-22-6296,,,,40,30,西村　匡子,昭和54年4月1日,1979/4/1,,2022/3/15
道内認可保育所,12050,北海道-132,北海道,室蘭市,胆振,社福,社福,,室蘭福祉事業協会,楽山保育園,050-0073,室蘭市宮の森町1丁目6-16,,,,42.3555,141.0244,0143-45-4215,,,,52,38,牛坂　千晴,昭和54年4月1日,1979/4/1,,2022/3/15
道内認可保育所,12050,北海道-133,北海道,室蘭市,胆振,社福,社福,,ビハーラ室蘭,港北保育所,050-0065,室蘭市本輪西町3丁目33-1,,,,42.3638,140.984,0143-55-2200,,,,36,24,竹田　真利子,平成22年4月1日,2010/4/1,,2022/3/15
道内認可保育所,12050,北海道-134,北海道,室蘭市,胆振,社福,社福,,北斗文化学園福祉会,ほくと保育園,050-0072,室蘭市高砂町3丁目11-48,,,,42.3671,141.0358,0143-45-8100,,,,96,54,道林　久美子,平成25年4月1日,2013/4/1,,2022/3/15
